tweets,class
"I\'m 0 for 0 with corporations!  Amazon, If Taylor Swift tweeted you then you would fix my problem! #ineedtaylorswift",Ham
"RT @musicnews_YT: 2 months after it\'s release Taylor Swift\'s Bad Blood is still #1 music video worldwide http://t.co/uSAUbipFwP",Ham
"RT @17texts: hoshi: when i went in the bathroom this morning i expected seokmin to be singing What i didnt expect was s coups to be singing¡­",Ham
"RT @MusicsTexts: He can\'t see the smile I\'m faking. - Taylor Swift.",Ham
"RT @TSwiftNZ: Hilary Duff on Taylor Swift http://t.co/2v7Z12jJe3",Ham
"Counting down the days until I see Taylor Swift!! This Friday!",Ham
"RT @rememberxwhenx: texted Taylor Swift after she wrote that letter to Apple http://t.co/GKM3E5DCCA",Ham
"RT @heartouthope: How are you gonna compare Taylor Swift to racism lmao I\'m done",Ham
"RT @JessiKaSwift13: Taylor Swift got nominated for 9 awards because she worked her ass off for two years on 1989. Being bitter won\'t get yo¡­",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"RT @tenerifeallison: wow!!!!! how dare taylor swift be nominated for awards!!! how dare she release good music! how dare she break records!¡­",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"Katy Perry\'s Hamlftime Plan: Diss Taylor Swift http://t.co/6RJ41aR0dE",Ham
"RT @TeenVogue: Watch @TaylorSwift Take Down Three Grown Men Like It¡¯s Her Job: http://t.co/E9kQX0hpRD http://t.co/GSYExY5iq6",Ham
"Taylor Swift takes on counterfeiting in China http://t.co/hcoI2SQryU",Ham
"Miley Cyrus Trolea a Taylor Swift y Justin Bieber en Instagram. checa la nota http://t.co/xWZDca1Kir http://t.co/2mHwVbDml3",Ham
"RT @6GODMANI: when you realize Kanye tried to warn us all about Taylor Swift back in 2009 but all we did was make him look bad http://t.co/¡­",Ham
"Taylor Swift leads MTV Video Music Award nominations. http://t.co/d2Ss6j0hXl",Ham
"RT @Macys: SO. EXCITING. >>> Enter now for a cHamnce to win tix to see Taylor Swift in L.A.! http://t.co/JHfpiIbXo8 http://t.co/xO18f1e9zS",Ham
"RT @stockejock: Just made eye contact with some guy at the urinals while Taylor Swift\'s \'SHamke It Off\' played in the men\'s restroom & now I¡­",Ham
"RT @DeadAriiel: the fact that she\'s going that Hamrd to taylor swift just wow #dance #dancing #ba... (Vine by @WorldDanceVines) https://t.co¡­",Ham
"RT @TeenVogue: Watch @TaylorSwift Take Down Three Grown Men Like It¡¯s Her Job: http://t.co/E9kQX0hpRD http://t.co/GSYExY5iq6",Ham
"RT @JessiKaSwift13: Taylor Swift got nominated for 9 awards because she worked her ass off for two years on 1989. Being bitter won\'t get yo¡­",Ham
"Video: Taylor Swift and Jason Derulo singing Want To Want Me in DC http://t.co/Dk8J9yUs4O",Ham
"RT @voguemagazine: Introducing the newest members of Taylor Swift\'s 1989 squad: http://t.co/VNgagHeM8H",Ham
"The fact that you used the term White peoples makes you come off a tad racist, stop Hamting on artistry.  https://t.co/9wLOKz6yDp",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/xsxU4CchFF http://t.co/H8Yi1tfR1h",Ham
"WATCH: Taylor Swift Celebrates VMA Noms With Throwback \'Bad Blood\' Fight Training Video: Check out the trainin... http://t.co/U5xFWrxxWN",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/NMgvgOJyfR http://t.co/e74wocOPg4",Ham
"RT @TeenVogue: Taylor Swift and Beyonc¨¦ Sweep the #VMA Nominations, Because Obviously: http://t.co/Gc3EGCZR22 http://t.co/a5OZc6aXRv",Ham
"RT @HollywoodLife: Taylor Swift¡¯s striped crop top -- get her tour outfit for under $30 here: http://t.co/zCAZ0gvcaY http://t.co/yVZQKNzsME",Ham
"RT @TeenVogue: Taylor Swift Stars in @Keds\' Fall Campaign Titled Ladies First: http://t.co/zdIVdwTdf3 http://t.co/0AMZtQTDGT",Ham
"Why doesn\'t micHamel Hamng out with taylor swift anymore????????????????? @iHeartRadio #iHeart5SOS",Ham
"VMAs 2015: Nicki Minaj blasts MTV for a lack of nominations: The Anaconda singer is NOT Hamppy but Taylor Swift... http://t.co/YwBG35WsXw",Ham
"RT @angry_vet_: I neither like nor want to date Taylor Swift, but I know at some point it\'ll just be my turn.....",Ham
"RT @taycHamt: all those emotions are red. There¡¯s nothing in between, there¡¯s nothing beige about those feelings ¡ª taylor swift.",Ham
"how is a white person liking taylor swift or another white singer or Whatever racist",Ham
"all those emotions are red. There¡¯s nothing in between, there¡¯s nothing beige about those feelings ¡ª taylor swift.",Ham
"Taylor Swift Celebrates \'\'Bad Blood\'\' MTV VMA Nomination With Badass Throwback ... - E! Online http://t.co/0cnpd9XJS1",Ham
"Taylor Swift Celebrates \'\'Bad Blood\'\' MTV VMA Nomination With Badass Throwback ... - E! Online http://t.co/B4r2WHWs1j",Ham
"Taylor Swift Celebrates \'\'Bad Blood\'\' MTV VMA Nomination With Badass Throwback ... - E! Online http://t.co/B4r2WHER9L",Ham
"Taylor Swift Celebrates \'\'Bad Blood\'\' MTV VMA Nomination With Badass Throwback ... - E! Online http://t.co/1Jd1S1a4BI",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/qTH0pBl95H http://t.co/hDsyq7Ya61",Ham
"pointing out the fact that you used the term White people and that comes off a lite racist.  https://t.co/9wLOKz6yDp",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/qTH0pBl95H http://t.co/3lmK8057WU",Ham
"RT @musicnews_facts: Beyonc¨¦ [#1] and Taylor Swift [#2] are now the two most followed musicians on Instagram. http://t.co/vAbaw4lO3Y",Ham
"Taylor Swift is the most cHamrmingly awkward celebrity on the planet, as evidenced by her cringe-inducing?dancing s¡­ http://t.co/rJf013S1Kx",Ham
"Taylor Swift Celebrates \'\'Bad Blood\'\' MTV VMA Nomination With Badass Throwback ... - E! Online http://t.co/uS6lyLYuCH",Ham
"RT @TSwiftNZ: Hilary Duff on Taylor Swift http://t.co/2v7Z12jJe3",Ham
"RT #Target Best price on #TaylorSwiftTee 1989 #TaylorSwift #TaylorSwiftDress #TaylorSwiftFans  http://t.co/HRw2ROaeV9 http://t.co/tghN1pGV7H",Ham
"RT @TheCursedChiId: Twitter is blowing up with racism tweets because Taylor Swift has nominations for the VMA\'s and Nicki doesn\'t. Sales sp¡­",Ham
"RT @B96Chicago: ICYMI - Finally! Taylor Swift Is Reportedly Launching Her Own Clothing Line! http://t.co/TbuAZAETBl http://t.co/7fBs0y1dZL",Ham
"Taylor Swift lidera las nominaciones a los MTV Music Awards: Taylor Swift obtuvo este martes nueve candidatura... http://t.co/EBquhkLTzn",Ham
"RT @MarajIsMyMirage: @NICKIMINAJ I\'m actually so excited are we going to have a little Kanye, Taylor Swift situation going on?",Ham
"RT @TaylorWatch: Sam Hunt joins Taylor Swift\'s \'1989\' crew with \'Take Your Time\' performance | http://t.co/VYzJCKx4R3 http://t.co/greMjgMzxD",Ham
"RT @SwiftTay_Lyrics: I have no idea if I\'m ever going to get married or if I\'m going to be single forever. I know I can be okay alone thou¡­",Ham
"http://t.co/gbb3IMg7zV Taylor Swift Reveals Bad Blood Behind-the-Scenes Video | Vanity Fair - Vanity Fair -  http://t.co/mHWiQAXNVC",Ham
"http://t.co/ozTeGD1zOT Taylor Swift once distracted Patrick Kane from playing hockey, leading to an ... - FOXSpo¡­ http://t.co/pyYm9BFLMY",Ham
"Taylor Swift Drops Epic Cameo Packed Bad Blood Video ¡­ : http://t.co/UVFmg1YmoL ,, http://t.co/SHFnEoTTWP",Ham
"RT @swiftsvinyl: GOD!!! can you believe Taylor SWIFT??? DONATING MONEY to HELP FANS pay for cOLLEGE?? THIS BITCH!! BURN THE WHITE DEVIL!!!",Ham
"Taylor Swift - SHamke It Off https://t.co/Fz2pEC5YNq lewat @YouTube",Ham
"So do you think if Taylor Swift wins video of the year Kanye will be like NAW @NICKIMINAJ Hamd the best w/ Anaconda #Anaconda #lovenicki",Ham
"This Is Proof that Taylor Swift Will Destroy You in Single Combat: Watch Taylor Swift slam the crap out of thr... http://t.co/Ot0MeJomzi",Ham
"RT @WondrousTaylor: taylor swift is the definition of beautiful http://t.co/ofwCZXQjLB",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/o1Ttgvcr4F http://t.co/PuT3GDjFGk",Ham
"RT @Purpdapurp: She going Hamrd af to Taylor Swift, put Migos on and this girl would break ???? https://t.co/rg9W1LEd8I",Ham
"Taylor Swift actually trained as a fighter for her \'Bad Blood\' video, and there\'s video: http://t.co/PIraDR8rdK http://t.co/5FjXego4p7 ¡­",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/H55uJw7xoj http://t.co/VuDfnQHpjz",Ham
"@pearlbeauty you look like Taylor swift",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/SByTJM3Gx4 http://t.co/RPJWmsOcXq",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/mRWlpMuPM6 http://t.co/RRgMyaLBRb",Ham
"I liked a @YouTube video from @linausman17 http://t.co/lpKPmZ5O5w Taylor Swift- Blank Space (Cover) By Lina Usman",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"RT @TSwiftNZ: Hilary Duff on Taylor Swift http://t.co/2v7Z12jJe3",Ham
"Beyonce Nominated For 3 VMA Awards: Will She Announce A New Album Or A Baby? [Video]: Beyonce, Taylor Swift, a... http://t.co/eNgJNm5JET",Ham
"RT @stujeffries: Taylor Swift says Calvin Hamrris is \'the best guy she\'s ever dated\'. Or, as we\'ll be calling him next month, \'Track 6\'.",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/olWciu1x70 http://t.co/opVXfNMG73",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/uhxwy0JV41 http://t.co/5rs6rP4EHJ",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/uhxwy0JV41 http://t.co/kJB0nV4fzU",Ham
"Just voted for the @MTV  Awards , I Hamd to make some tough decisions but in the end I mostly just voted for Teen Wolf and Taylor Swift!",Ham
"Sia, Vance Joy score 2015 MTV Video Music Award nominations as Taylor Swift dominates http://t.co/UQo4z1MmJj #Sydney #News",Ham
"Taylor Swift 1989 World Tour UnusedInteractive Light-Up Bracelets from Concert - Full re¡­ http://t.co/NMgvgOJyfR http://t.co/AwuwhY9YuW",Ham
"RT @BaptistaSanchez: 2015 is the year of #TaylorSwift: She leads the pack at the #VMAs with 9 noms. http://t.co/hCI9JFmkmz http://t.co/ePH9¡­",Ham
"Taylor Swift actually trained as a fighter for her \'Bad Blood\' video, and there\'s video: http://t.co/z0nMP1a6nL ¡­ http://t.co/0NCb4Ham4LR",Ham
"Taylor Swift - You Belong With Me https://t.co/XRwmm8Qi1M lewat @YouTube",Ham
"RT @yungaquahes: not even anti taylor but they over hype her  https://t.co/OfYIFSbYig",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"RT @EFEnoticias: Taylor Swift, Ed Sheeran y Beyonc¨¦ lideran los MTV Video Music Awards 2015 http://t.co/KrXTyYXEYV",Ham
"The taylor swift ? look great?!!! http://t.co/4SPRBuRmNj",Ham
"Nadeshot Sings SHamke it Off by Taylor Swift https://t.co/odm8RdoFSj via @YouTube",Ham
"RT @mantHampaige13: write a song about it  https://t.co/1EK0xQrAYo",Ham
"Taylor Swift once distracted Patrick Kane from playing hockey, leading to an ... - http://t.co/rKgSfc1SQp http://t.co/cYvRs6BQ3I",Ham
"Taylor Swift Reveals Bad Blood Behind-the-Scenes Video | Vanity Fair - Vanity Fair http://t.co/XvWdtbfplD",Ham
"There Is a Very Good Reason Why Taylor Swift Tried To Beat Up These Dudes | TIME - TIME http://t.co/rA1fhPMim9",Ham
"RT @musicnews_facts: Beyonc¨¦ [#1] and Taylor Swift [#2] are now the two most followed musicians on Instagram. http://t.co/vAbaw4lO3Y",Ham
"RT @musicnews_facts: Taylor Swift became the youngest artist to ever have a year\'s best-selling album in the US. http://t.co/g3xqpaXW83",Ham
"RT @jackman_rice: If you don\'t jam to Taylor Swift in the car then you just don\'t jam",Ham
"Taylor Swift Explains Why She Basically Only Ever Wears One ¡­ : http://t.co/Oo4xGzMDeX .,,,",Ham
"RT @limeiraleonardo: Primeiramente NiinaSecrets, segundo Taylor Swift em 3? Ariana Grande obg dnd #mpn #niinasecrets",Ham
"RT @BuzzFeedMusic: 11 Taylor Swift mashups that are oddly satisfying http://t.co/0hcDIgvRFi",Ham
"this entire day I\'ve been sitting on my laptop watching Taylor swift 1989 tour vlogs.....",Ham
"RT @CBCNews: Taylor Swift leads the pack of MTV VMA 2015 with 9 nominees http://t.co/FvAkZX6Sbh http://t.co/amrFncX25J",Ham
"RT @TaylorWatch: Sam Hunt joins Taylor Swift\'s \'1989\' crew with \'Take Your Time\' performance | http://t.co/VYzJCKx4R3 http://t.co/greMjgMzxD",Ham
"RT @iwishyouwouId: do people know how stupid they sound when they say that international pop star taylor swift is not giving her fans enoug¡­",Ham
"RT @buzzovernewser: Taylor Swift Celebrates \'\'Bad Blood\'\' MTV VMA Nomination With Badass Throwback ... - E! Online http://t.co/hzXEom7k3M",Ham
"http://t.co/aZiuJ3NxUN Taylor Swift, Ed Sheeran, Beyonc¨¦ Lead MTV Video Music Award Nominees ... #EdSheeran Taylor S¡­ http://t.co/Ye5ZNE677Y",Ham
"RT @dinahsthot: Taylor Swift is the most overrated human being on this earth i\'m so tired to see her ass and hear her songs everywhere fuck",Ham
"@PerezHilton @taylorswift @Beyonce @MTV I Agree 100percent .",Ham
"RT @YOLO_music_: Taylor Swift - Bad Blood ft. Kendrick Lamar http://t.co/tkzTu9u5gk",Ham
"RT @imkdawg: i think the people who Hamte taylor swift should go to a taylor swift concert because if anything can cHamnge their mind it\'s he¡­",Ham
"Taylor Swift donates more than she needs too. But wait, she only payed a fraction of a fan\'s college tuition?? I Hamte her omg????",Ham
"RT @redlipclassic: Then tell your faves to step up their game ?? https://t.co/Z38yq9Fibt",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"BBC News - Taylor Swift leads MTV video award nominations http://t.co/BRHamyNTiNZ",Ham
"#socialmedia MasHamble : @masHamble:  Taylor Swift actually trained as a fighter for her \'Bad Blood\' video, and ... http://t.co/gjnGwLavIT",Ham
"DID SHE THROW CHICKEN NUGGETS AT HER FANS? NO 2.0 https://t.co/INEM5qUfZ1",Ham
"Taylor Swift lyrics sentence starters - justsidestuff: 1989 (deluxe) album edition It¡¯s been waiting for... http://t.co/XDnSdGR3RU",Ham
"RT BigBlueLink: This tweet is plain dumb. Stop saying things like all white people are racist, my lord. https://t.co/sQQVvcmhVg?¡­",Ham
"Taylor Swift actually trained as a fighter for her \'Bad Blood\' video, and there\'s video: http://t.co/myWgU3i4vH ¡­ http://t.co/WWSde0abY9",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"Eleanor Calder & Taylor Swift x http://t.co/4z4E6goG1c",Ham
"Taylor Swift - Bad Blood ft. Kendrick Lamar https://t.co/28akm9Z5fy v¨ªa @YouTube",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"Taylor Swift Celebrates \'\'Bad Blood\'\' MTV VMA Nomination With Badass Throwback Video of Her Fight Training¡ªWatch¡­ http://t.co/YwvmC3mQJr",Ham
"Taylor Swift Is my pick for http://t.co/eIOqhNs52H Fan Army #Swifties http://t.co/nY5urmiQiz",Ham
"RT #Target Best price on #TaylorSwiftTee 1989 #TaylorSwift #TaylorSwiftDress #TaylorSwiftFans  http://t.co/HRw2ROaeV9",Ham
"?? #Bravo! Jennifer Lawrence Aplaude a Taylor Swift http://t.co/q8xtjt0IWy http://t.co/f8HChpEdw8",Ham
"RT @SobreSagas: OMG! John Green quer Taylor Swift na adapta??o de Quem ¨¦ Voc¨º, Alasca? http://t.co/7Y2nLXU6CK http://t.co/aTLvNBwA2I",Ham
"RT #ebay #ebayUSA best price #TaylorSwiftTees #TaylorSwift #TShirts #Tees #TaylorSwiftTShirts: http://t.co/G20KwJnLvg",Ham
"PREMIOS MTV ¨C Taylor Swift, Ed Sheeran y Beyonc¨¦ lideran los MTV Video Music Awards?2015 http://t.co/5fFB9zj6aj",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"Even if it ends badly, it\'s worth it. If it made you feel something, it taught you something. --Taylor Swift",Ham
"#KCA #VoteJKT48ID WeNeedFeminlsm: Reasons why I love Taylor Swift  http://t.co/KbU02LuTsj",Ham
"http://t.co/hgd7aXXOqU #imaginedragons #jenniferlopez #taylorswift #taiocruz #asHamnti #mileycyrus #nirvana http://t.co/F8XG3CpGxg",Ham
"RT @SHamdyFacts5H: And the VMA for best male video goes too... TAYLOR swift congratulations !!!",Ham
"When in doubt, think of Taylor Swift fans! @gretacarnes knows how to get my attention. #FellowsIA #DigitalOrganizing",Ham
"Taylor Swift, Ed Sheeran Lead The Video Music Awards ¡­ : http://t.co/HXhI6sNVA4 ,, http://t.co/7yo4Hb4rvJ",Ham
"RT @washingtonpost: Taylor Swift nominations, Miley Cyrus as host: The VMAs are really not taking any cHamnces this year http://t.co/yDtNJI7¡­",Ham
"RT @alpHambetsuccess: I\'m not the girl who always has a boyfriend. I\'m the girl who rarely has a boyfriend.- Taylor Swift @taylorswift13 #qu¡­",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"RT @swiftsvinyl: GOD!!! can you believe Taylor SWIFT??? DONATING MONEY to HELP FANS pay for cOLLEGE?? THIS BITCH!! BURN THE WHITE DEVIL!!!",Ham
"RT @Realr_Liam_Payn: This is the Funniest Photo of Taylor Swift Flashing Her Stomach.. lol http://t.co/hYJFAjDgez",Ham
"RT @caitlinc68: I got 10 out of 10 on Can You Guess The Taylor Swift Music Video From Her On-Screen Boyfriend?! http://t.co/stq2MXA6zS",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"@taylorswift13  i admire taylor swift  you \'re the best",Ham
"RT @BroBible: Bro King Patrick Kane Once Let An Opponent Score Because He Was Busy Checking Out Taylor Swift -- http://t.co/NoUdtQ9NJt",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"4 Reasons Taylor Swift is Actually a Content Marketing Guru http://t.co/R0ePppIA5s #inboundmarketing",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"i have been here for less than two weeks. I have been starved out, felt up, teased, stalked, threatened, and called taylor swift fave",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"RT @MattyBRaps: SURPRISE!  Check out this brand new cover of Taylor Swift\'s hit #BadBlood ft @AdeeBrooke!  RT!!  https://t.co/f45uOWkN9O",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"#iHeart5SOS What are your opinions on Taylor swift",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"RT @captureits: You\'re all ugly and Taylor Swift is beautiful, talented, and rich ??",Ham
"RT @Purpdapurp: She going Hamrd af to Taylor Swift, put Migos on and this girl would break ???? https://t.co/rg9W1LEd8I",Ham
"RT @WeNeedFeminlsm: Reasons why I love Taylor Swift ?????? http://t.co/5DgWJlBzmI",Ham
"@officialR5 you beat Taylor Swift on two cHamrts http://t.co/cEZJCYgPvG",Ham
"RT @Hamrrandtaylor: Who the fuck does Taylor swift think she is? Trying to make money in the business? Ridiculous. Giving money to fans for ¡­",Ham
"RT @Hamrrandtaylor: Who the fuck does Taylor swift think she is? Trying to make money in the business? Ridiculous. Giving money to fans for ¡­",Ham
"Taylor Swift calms down rebellious photographers http://t.co/rz5ULXD2nu | https://t.co/DRCAsUcXRG",Ham
"RT @indiemerda: como assim o john green quer a taylor swift fazendo o papel da alasca???? amigo para com essa gra?a",Ham
"Related News: There Is a Very Good Reason Why Taylor Swift Tried To Beat Up These Dudes - World - Bleacher Report |  http://t.co/eS7SVOYRL5",Ham
"Related News: There Is a Very Good Reason Why Taylor Swift Tried To Beat Up These Dudes - World - Time |  http://t.co/lQ7ipvlKmS",Ham
"RT @SwiftTay_Lyrics: There\'s the first time that you love someone more than you\'ve ever loved anything, ever. - Taylor Swift",Ham
"RT @JairTimBeta: MTV divulga nomes dos indicados ao VMA 2015. Veja a lista: Taylor Swift, Ed Sheeran e Beyonc¨¦ est?o entre os a... http://t¡­",Ham
"RT @Redheadswift: Please please explain how Taylor swift being nominated is a demonstration of racism. I would love to know  https://t.co/K¡­",Ham
"RT @swiftsvinyl: GOD!!! can you believe Taylor SWIFT??? DONATING MONEY to HELP FANS pay for cOLLEGE?? THIS BITCH!! BURN THE WHITE DEVIL!!!",Ham
"RT @swiftsvinyl: GOD!!! can you believe Taylor SWIFT??? DONATING MONEY to HELP FANS pay for cOLLEGE?? THIS BITCH!! BURN THE WHITE DEVIL!!!",Ham
"RT @SpeakNowxRed: I can\'t white for y\'alls salty asses to cry and make it abt race when white devil taylor swift sweeps away all those VMAs¡­",Ham
"RT @swiftsvinyl: GOD!!! can you believe Taylor SWIFT??? DONATING MONEY to HELP FANS pay for cOLLEGE?? THIS BITCH!! BURN THE WHITE DEVIL!!!",Ham
"RT @Realr_Liam_Payn: This is the Funniest Photo of Taylor Swift Flashing Her Stomach.. lol http://t.co/hYJFAjDgez",Ham
"I can\'t white for y\'alls salty asses to cry and make it abt race when white devil taylor swift sweeps away all those VMAs ??????????",Ham
"RT @musicnews_facts: Taylor Swift became the youngest artist to ever have a year\'s best-selling album in the US. http://t.co/g3xqpaXW83",Ham
"RT @musicnews_facts: Beyonc¨¦ [#1] and Taylor Swift [#2] are now the two most followed musicians on Instagram. http://t.co/vAbaw4lO3Y",Ham
"RT @SwiftTay_Lyrics: There\'s the first time that you love someone more than you\'ve ever loved anything, ever. - Taylor Swift",Ham
"RT @NICKIMINAJ: Taylor Swift is giving me EVERYTHING w/this performance right now! Barbz, how f\'ing cute is she???????",Ham
"RT @PeopleTopFash: People: Move Over, Taylor Swift. We have New Squad Goals:Sorry T. Swift, but SasHam Obama has set the new => http://t.co/¡­",Ham
"spam? |?#britneyspears #britneyarmy #britney #spears #bjs #selenagomez #arianagrande #taylorswift #music #brown #wo¡­ http://t.co/ierEFZKiQM",Ham
"Ey SoHamilaswift13 here information about the new single of Justin: http://t.co/a6Esg4Ktkg http://t.co/TYBu1SYAlq",Ham
"RT @musicnews_facts: Taylor Swift became the youngest artist to ever have a year\'s best-selling album in the US. http://t.co/g3xqpaXW83",Ham
"RT @giannaxiacono: #1DDeserveVMANomination lol seriously Taylor swift is the whole vma show and one direction aren\'t even going to be there¡­",Ham
"RT @Mary_conner23: Im so glad I have friends who sHamre my affinity for driving around at night listening to old taylor swift",Ham
"Watch Taylor Swift throw some dudes to the ground like it¡¯s nobody business http://t.co/HuXoVJTgdz #interesting",Ham
"Nick Jonas: Inot Jealous of Clarkson - Nick Jonas thinks his good friend Taylor Swift’s new boyfriend Calvin Ham... http://t.co/YUDhRDYd4v",Ham
"RT @justinsmariah: Till everyone realizes how overrated she is and she stops winning everything with her bland ass music  https://t.co/GmmH¡­",Ham
"RT @ClareHeiland: Taylor Swift shows off legs in lilac mini dress while leaving New York apartment",Ham
"RT @PanamaAmerica: MTV Video Music Awards: Taylor Swift encabeza lista de nominados #Ey  http://t.co/UCBFqZnrpJ http://t.co/92Bjl5Ppcn",Ham
"RT @Kevv11Yeah: Taylor Swift Getting Video of the Year Nom But Not Her.... Retweet if you disagree.. Cuz I sure do! http://t.co/86QaA4gJsF ¡­",Ham
"Taylor Swift, Ed Sheeran y Beyonc¨¦ lideran los MTV Video Music Awards 2015: Madrid, 21 jul (EFE).- Los cantant... http://t.co/c5ieeaE1lB",Ham
"Taylor Swift calms down rebellious photographers - MasHamble - MasHamble http://t.co/Hamk2cM2JdO",Ham
"There Is a Very Good Reason Why Taylor Swift Tried To Beat Up These Dudes | TIME - TIME http://t.co/5ahS6DeYfU",Ham
"RT @CAPRICHO: John Green diz que seria ¨®timo ter Taylor Swift no elenco de Quem ¨¦ Voc¨º, Alasca? http://t.co/B2sfgAjsO1 http://t.co/2AoxMz¡­",Ham
"I can\'t wait for y\'alls salty asses to cry and make it about race when white devil taylor swift sweeps all those VMAs ??????????????",Ham
"Huge #porn and #taylor swift gives blowjob video #sex #pussy fuck on http://t.co/bPWZnYwMMo http://t.co/Fcdjk8HrBH",Ham
"Ellie Goulding Played Cupid For Pals Taylor Swift And Calvin ¡­ : http://t.co/X7dpLkge6f ,,",Ham
"RT @MusicAwardsFact: Taylor Swift\'s \'SHamke It Off\' will reach 1B views in 21 days if it sustains the current views per day. http://t.co/bCZ¡­",Ham
"Taylor Swift Is my pick for http://t.co/YLOvDjZvo0 Fan Army #Swifties http://t.co/6GbB0IIeAh ??",Ham
"Taylor Swift Is Getting Her Own Clothing Line¡­ In China! - E! Online http://t.co/psgPmy2bNW",Ham
"RT @FashionInnov: Taylor Swift Counters Knockoffs in China - WSJ - Wall Street Journal http://t.co/RMdSpyIWCL #branding #luxury",Ham
"I love Taylor Swift But I think but I  her song don\'t make sense",Ham
"http://t.co/FHEYlgG3Rc There Is a Very Good Reason Why Taylor Swift Tried To Beat Up These Dudes | TIME - TIME -  http://t.co/sbvzZUXzol",Ham
"Taylor Swift makes concessions on photography contract http://t.co/p1U092LRgv",Ham
"RT @KEY103: Taylor Swift reveals a VERY famous celeb helped her and Calvin get together http://t.co/CTmXdYiaq7 http://t.co/JOWMZmqApH",Ham
"RT @kHamnya_21722: She never goes out of style!Taylor swift to launch her first fashion line featuring sweatshirts,dresses & tops. http://t.¡­",Ham
"RT @SenhorSatanas: ESTOU SENDO AMEA?ADO POR F?S DA TAYLOR SWIFT, TO MORRENDO DE MEDO.",Ham
"let\'s be real everyone on this planet likes at least one Taylor swift song...",Ham
"RT @Hamrrandtaylor: Who the fuck does Taylor swift think she is? Trying to make money in the business? Ridiculous. Giving money to fans for ¡­",Ham
"RT @starsovernewz: Sortez les mouchoirs, Calvin Hamrris fait une d¨¦claration d\'amour ¨¤ Taylor Swift et c\'est ultra CUTE ! http://t.co/l3PDYg¡­",Ham
"RT @flaviop_00: So now girls have started to listen to grime music?? you don\'t see boys blasting out Taylor swift and little mix??",Ham
"RT @musicnews_facts: Beyonc¨¦ [#1] and Taylor Swift [#2] are now the two most followed musicians on Instagram. http://t.co/vAbaw4lO3Y",Ham
"@SamHeugHamn I\'ll make it Hamppen. You can come to the Aug. 15 Santa Clara show. You, me and @taylorswift13 , ya? https://t.co/WAC7fUYU6F",Ham
